emailId,subject,sender,label
email-177,Congratulations Winner!,promo@lottery-ng.com,phishing
email-178,BVN Update Required,noreply@fakebank.com,phishing
email-179,Account suspended alert,support@bank-secure.com,phishing
email-180,Password Expiry Notice,it-support@securemail.com,phishing
email-181,Password Expiry Notice,it-support@securemail.com,phishing
email-182,Account suspended alert,support@bank-secure.com,phishing
email-183,Salary Payment Notification,hr@company.com,legitimate
email-184,Team Meeting Reminder,manager@company.com,legitimate
email-185,Order Delivered,sales@shop.com,legitimate
email-186,Congratulations Winner!,promo@lottery-ng.com,phishing
email-187,Order Delivered,sales@shop.com,legitimate
email-188,BVN Update Required,noreply@fakebank.com,phishing
email-189,Password Expiry Notice,it-support@securemail.com,phishing
email-190,Team Meeting Reminder,manager@company.com,legitimate
email-191,Account suspended alert,support@bank-secure.com,phishing
email-192,Congratulations Winner!,promo@lottery-ng.com,phishing
email-193,Account suspended alert,support@bank-secure.com,phishing
email-194,Order Delivered,sales@shop.com,legitimate
email-195,Order Delivered,sales@shop.com,legitimate
email-196,Account suspended alert,support@bank-secure.com,phishing
email-197,Password Expiry Notice,it-support@securemail.com,phishing
email-198,Monthly Report,admin@company.com,legitimate
email-199,Salary Payment Notification,hr@company.com,legitimate
email-200,Order Delivered,sales@shop.com,legitimate
email-201,Account suspended alert,support@bank-secure.com,phishing
email-202,Account suspended alert,support@bank-secure.com,phishing
email-203,Monthly Report,admin@company.com,legitimate
email-204,Account suspended alert,support@bank-secure.com,phishing
email-205,Congratulations Winner!,promo@lottery-ng.com,phishing
email-206,Team Meeting Reminder,manager@company.com,legitimate
email-207,Team Meeting Reminder,manager@company.com,legitimate
email-208,BVN Update Required,noreply@fakebank.com,phishing
email-209,Salary Payment Notification,hr@company.com,legitimate
email-210,Monthly Report,admin@company.com,legitimate
email-211,Team Meeting Reminder,manager@company.com,legitimate
email-212,Monthly Report,admin@company.com,legitimate
email-213,Password Expiry Notice,it-support@securemail.com,phishing
email-214,Monthly Report,admin@company.com,legitimate
email-215,Password Expiry Notice,it-support@securemail.com,phishing
email-216,BVN Update Required,noreply@fakebank.com,phishing
email-217,Salary Payment Notification,hr@company.com,legitimate
email-218,Congratulations Winner!,promo@lottery-ng.com,phishing
email-219,BVN Update Required,noreply@fakebank.com,phishing
email-220,BVN Update Required,noreply@fakebank.com,phishing
email-221,Password Expiry Notice,it-support@securemail.com,phishing
email-222,Account suspended alert,support@bank-secure.com,phishing
email-223,Salary Payment Notification,hr@company.com,legitimate
email-224,Monthly Report,admin@company.com,legitimate
email-225,Team Meeting Reminder,manager@company.com,legitimate
email-226,Congratulations Winner!,promo@lottery-ng.com,phishing
email-227,Order Delivered,sales@shop.com,legitimate
email-228,Password Expiry Notice,it-support@securemail.com,phishing
email-229,Salary Payment Notification,hr@company.com,legitimate
email-230,BVN Update Required,noreply@fakebank.com,phishing
email-231,Salary Payment Notification,hr@company.com,legitimate
email-232,Salary Payment Notification,hr@company.com,legitimate
email-233,Salary Payment Notification,hr@company.com,legitimate
email-234,Salary Payment Notification,hr@company.com,legitimate
email-235,Account suspended alert,support@bank-secure.com,phishing
email-236,Monthly Report,admin@company.com,legitimate
email-237,Salary Payment Notification,hr@company.com,legitimate
email-238,Password Expiry Notice,it-support@securemail.com,phishing
email-239,Order Delivered,sales@shop.com,legitimate
email-240,Salary Payment Notification,hr@company.com,legitimate
email-241,Account suspended alert,support@bank-secure.com,phishing
email-242,Monthly Report,admin@company.com,legitimate
email-243,Order Delivered,sales@shop.com,legitimate
email-244,Password Expiry Notice,it-support@securemail.com,phishing
email-245,Account suspended alert,support@bank-secure.com,phishing
email-246,Account suspended alert,support@bank-secure.com,phishing
email-247,Team Meeting Reminder,manager@company.com,legitimate
email-248,Team Meeting Reminder,manager@company.com,legitimate
email-249,Order Delivered,sales@shop.com,legitimate
email-250,Monthly Report,admin@company.com,legitimate
email-251,Team Meeting Reminder,manager@company.com,legitimate
email-252,Password Expiry Notice,it-support@securemail.com,phishing
email-253,Order Delivered,sales@shop.com,legitimate
email-254,Team Meeting Reminder,manager@company.com,legitimate
email-255,Monthly Report,admin@company.com,legitimate
email-256,Team Meeting Reminder,manager@company.com,legitimate
email-257,Order Delivered,sales@shop.com,legitimate
email-258,Password Expiry Notice,it-support@securemail.com,phishing
email-259,Account suspended alert,support@bank-secure.com,phishing
email-260,Salary Payment Notification,hr@company.com,legitimate
email-261,Account suspended alert,support@bank-secure.com,phishing
email-262,Team Meeting Reminder,manager@company.com,legitimate
email-263,Password Expiry Notice,it-support@securemail.com,phishing
email-264,Account suspended alert,support@bank-secure.com,phishing
email-265,BVN Update Required,noreply@fakebank.com,phishing
email-266,Order Delivered,sales@shop.com,legitimate
email-267,Monthly Report,admin@company.com,legitimate
email-268,Congratulations Winner!,promo@lottery-ng.com,phishing
email-269,BVN Update Required,noreply@fakebank.com,phishing
email-270,Account suspended alert,support@bank-secure.com,phishing
email-271,Salary Payment Notification,hr@company.com,legitimate
email-272,Password Expiry Notice,it-support@securemail.com,phishing
email-273,Congratulations Winner!,promo@lottery-ng.com,phishing
email-274,Team Meeting Reminder,manager@company.com,legitimate
email-275,Monthly Report,admin@company.com,legitimate
email-276,Password Expiry Notice,it-support@securemail.com,phishing
email-277,Team Meeting Reminder,manager@company.com,legitimate
email-278,Congratulations Winner!,promo@lottery-ng.com,phishing
email-279,Team Meeting Reminder,manager@company.com,legitimate
email-280,Team Meeting Reminder,manager@company.com,legitimate
email-281,Team Meeting Reminder,manager@company.com,legitimate
email-282,Order Delivered,sales@shop.com,legitimate
email-283,Team Meeting Reminder,manager@company.com,legitimate
email-284,Order Delivered,sales@shop.com,legitimate
email-285,Password Expiry Notice,it-support@securemail.com,phishing
email-286,Team Meeting Reminder,manager@company.com,legitimate
email-287,Team Meeting Reminder,manager@company.com,legitimate
email-288,Salary Payment Notification,hr@company.com,legitimate
email-289,Order Delivered,sales@shop.com,legitimate
email-290,Order Delivered,sales@shop.com,legitimate
email-291,Account suspended alert,support@bank-secure.com,phishing
email-292,BVN Update Required,noreply@fakebank.com,phishing
email-293,Order Delivered,sales@shop.com,legitimate
email-294,Monthly Report,admin@company.com,legitimate
email-295,Monthly Report,admin@company.com,legitimate
email-296,BVN Update Required,noreply@fakebank.com,phishing
email-297,Monthly Report,admin@company.com,legitimate
email-298,Password Expiry Notice,it-support@securemail.com,phishing
email-299,Monthly Report,admin@company.com,legitimate
email-300,Order Delivered,sales@shop.com,legitimate
email-301,BVN Update Required,noreply@fakebank.com,phishing
email-302,Account suspended alert,support@bank-secure.com,phishing
email-303,Congratulations Winner!,promo@lottery-ng.com,phishing
email-304,Congratulations Winner!,promo@lottery-ng.com,phishing
email-305,Password Expiry Notice,it-support@securemail.com,phishing
email-306,Salary Payment Notification,hr@company.com,legitimate
email-307,Monthly Report,admin@company.com,legitimate
email-308,BVN Update Required,noreply@fakebank.com,phishing
email-309,Team Meeting Reminder,manager@company.com,legitimate
email-310,Password Expiry Notice,it-support@securemail.com,phishing
email-311,Password Expiry Notice,it-support@securemail.com,phishing
email-312,Team Meeting Reminder,manager@company.com,legitimate
email-313,Team Meeting Reminder,manager@company.com,legitimate
email-314,BVN Update Required,noreply@fakebank.com,phishing
email-315,Monthly Report,admin@company.com,legitimate
email-316,BVN Update Required,noreply@fakebank.com,phishing
email-317,Account suspended alert,support@bank-secure.com,phishing
email-318,Account suspended alert,support@bank-secure.com,phishing
email-319,Monthly Report,admin@company.com,legitimate
email-320,Account suspended alert,support@bank-secure.com,phishing
email-321,Team Meeting Reminder,manager@company.com,legitimate
email-322,Password Expiry Notice,it-support@securemail.com,phishing
email-323,BVN Update Required,noreply@fakebank.com,phishing
email-324,Account suspended alert,support@bank-secure.com,phishing
email-325,Password Expiry Notice,it-support@securemail.com,phishing
email-326,Congratulations Winner!,promo@lottery-ng.com,phishing
email-327,Account suspended alert,support@bank-secure.com,phishing
email-328,Account suspended alert,support@bank-secure.com,phishing
email-329,Order Delivered,sales@shop.com,legitimate
email-330,Salary Payment Notification,hr@company.com,legitimate
email-331,Monthly Report,admin@company.com,legitimate
email-332,Order Delivered,sales@shop.com,legitimate
email-333,Monthly Report,admin@company.com,legitimate
email-334,Team Meeting Reminder,manager@company.com,legitimate
email-335,Monthly Report,admin@company.com,legitimate
email-336,Congratulations Winner!,promo@lottery-ng.com,phishing
email-337,Team Meeting Reminder,manager@company.com,legitimate
email-338,Team Meeting Reminder,manager@company.com,legitimate
email-339,Congratulations Winner!,promo@lottery-ng.com,phishing
email-340,BVN Update Required,noreply@fakebank.com,phishing
email-341,Password Expiry Notice,it-support@securemail.com,phishing
email-342,Account suspended alert,support@bank-secure.com,phishing
email-343,Monthly Report,admin@company.com,legitimate
email-344,Order Delivered,sales@shop.com,legitimate
email-345,Team Meeting Reminder,manager@company.com,legitimate
email-346,Order Delivered,sales@shop.com,legitimate
email-347,Password Expiry Notice,it-support@securemail.com,phishing
email-348,Salary Payment Notification,hr@company.com,legitimate
email-349,Team Meeting Reminder,manager@company.com,legitimate
email-350,Salary Payment Notification,hr@company.com,legitimate
email-351,Congratulations Winner!,promo@lottery-ng.com,phishing
email-352,Account suspended alert,support@bank-secure.com,phishing
email-353,Account suspended alert,support@bank-secure.com,phishing
email-354,Password Expiry Notice,it-support@securemail.com,phishing
email-355,Order Delivered,sales@shop.com,legitimate
email-356,Password Expiry Notice,it-support@securemail.com,phishing
email-357,Monthly Report,admin@company.com,legitimate
email-358,Salary Payment Notification,hr@company.com,legitimate
email-359,Salary Payment Notification,hr@company.com,legitimate
email-360,Congratulations Winner!,promo@lottery-ng.com,phishing
email-361,Team Meeting Reminder,manager@company.com,legitimate
email-362,Congratulations Winner!,promo@lottery-ng.com,phishing
email-363,Salary Payment Notification,hr@company.com,legitimate
email-364,Order Delivered,sales@shop.com,legitimate
email-365,BVN Update Required,noreply@fakebank.com,phishing
email-366,Account suspended alert,support@bank-secure.com,phishing
email-367,Monthly Report,admin@company.com,legitimate
email-368,Account suspended alert,support@bank-secure.com,phishing
email-369,Password Expiry Notice,it-support@securemail.com,phishing
email-370,Account suspended alert,support@bank-secure.com,phishing
email-371,BVN Update Required,noreply@fakebank.com,phishing
email-372,Monthly Report,admin@company.com,legitimate
email-373,Order Delivered,sales@shop.com,legitimate
email-374,Monthly Report,admin@company.com,legitimate
email-375,Team Meeting Reminder,manager@company.com,legitimate
email-376,Congratulations Winner!,promo@lottery-ng.com,phishing
email-377,Account suspended alert,support@bank-secure.com,phishing
email-378,BVN Update Required,noreply@fakebank.com,phishing
email-379,BVN Update Required,noreply@fakebank.com,phishing
email-380,Account suspended alert,support@bank-secure.com,phishing
email-381,Monthly Report,admin@company.com,legitimate
email-382,Password Expiry Notice,it-support@securemail.com,phishing
email-383,BVN Update Required,noreply@fakebank.com,phishing
email-384,Team Meeting Reminder,manager@company.com,legitimate
email-385,Password Expiry Notice,it-support@securemail.com,phishing
email-386,BVN Update Required,noreply@fakebank.com,phishing
email-387,BVN Update Required,noreply@fakebank.com,phishing
email-388,Order Delivered,sales@shop.com,legitimate
email-389,Order Delivered,sales@shop.com,legitimate
email-390,Password Expiry Notice,it-support@securemail.com,phishing
email-391,Team Meeting Reminder,manager@company.com,legitimate
email-392,Monthly Report,admin@company.com,legitimate
email-393,Team Meeting Reminder,manager@company.com,legitimate
email-394,BVN Update Required,noreply@fakebank.com,phishing
email-395,BVN Update Required,noreply@fakebank.com,phishing
email-396,Account suspended alert,support@bank-secure.com,phishing
email-397,Account suspended alert,support@bank-secure.com,phishing
email-398,Account suspended alert,support@bank-secure.com,phishing
email-399,BVN Update Required,noreply@fakebank.com,phishing
email-400,Order Delivered,sales@shop.com,legitimate
email-401,BVN Update Required,noreply@fakebank.com,phishing
email-402,Order Delivered,sales@shop.com,legitimate
email-403,Salary Payment Notification,hr@company.com,legitimate
email-404,Monthly Report,admin@company.com,legitimate
email-405,BVN Update Required,noreply@fakebank.com,phishing
email-406,BVN Update Required,noreply@fakebank.com,phishing
email-407,Account suspended alert,support@bank-secure.com,phishing
email-408,Congratulations Winner!,promo@lottery-ng.com,phishing
email-409,Password Expiry Notice,it-support@securemail.com,phishing
email-410,BVN Update Required,noreply@fakebank.com,phishing
email-411,Salary Payment Notification,hr@company.com,legitimate
email-412,Order Delivered,sales@shop.com,legitimate
email-413,BVN Update Required,noreply@fakebank.com,phishing
email-414,Order Delivered,sales@shop.com,legitimate
email-415,Salary Payment Notification,hr@company.com,legitimate
email-416,Monthly Report,admin@company.com,legitimate
email-417,Account suspended alert,support@bank-secure.com,phishing
email-418,Congratulations Winner!,promo@lottery-ng.com,phishing
email-419,Team Meeting Reminder,manager@company.com,legitimate
email-420,BVN Update Required,noreply@fakebank.com,phishing
email-421,Team Meeting Reminder,manager@company.com,legitimate
email-422,Password Expiry Notice,it-support@securemail.com,phishing
email-423,Account suspended alert,support@bank-secure.com,phishing
email-424,Monthly Report,admin@company.com,legitimate
email-425,Account suspended alert,support@bank-secure.com,phishing
email-426,Salary Payment Notification,hr@company.com,legitimate
email-427,Account suspended alert,support@bank-secure.com,phishing
email-428,Account suspended alert,support@bank-secure.com,phishing
email-429,Congratulations Winner!,promo@lottery-ng.com,phishing
email-430,Password Expiry Notice,it-support@securemail.com,phishing
email-431,Monthly Report,admin@company.com,legitimate
email-432,Salary Payment Notification,hr@company.com,legitimate
email-433,Password Expiry Notice,it-support@securemail.com,phishing
email-434,Team Meeting Reminder,manager@company.com,legitimate
email-435,Salary Payment Notification,hr@company.com,legitimate
email-436,Order Delivered,sales@shop.com,legitimate
email-437,BVN Update Required,noreply@fakebank.com,phishing
email-438,Order Delivered,sales@shop.com,legitimate
email-439,Password Expiry Notice,it-support@securemail.com,phishing
email-440,Password Expiry Notice,it-support@securemail.com,phishing
email-441,Password Expiry Notice,it-support@securemail.com,phishing
email-442,Salary Payment Notification,hr@company.com,legitimate
email-443,Account suspended alert,support@bank-secure.com,phishing
email-444,Account suspended alert,support@bank-secure.com,phishing
email-445,Congratulations Winner!,promo@lottery-ng.com,phishing
email-446,Congratulations Winner!,promo@lottery-ng.com,phishing
email-447,Password Expiry Notice,it-support@securemail.com,phishing
email-448,Monthly Report,admin@company.com,legitimate
email-449,Monthly Report,admin@company.com,legitimate
email-450,Account suspended alert,support@bank-secure.com,phishing
email-451,Password Expiry Notice,it-support@securemail.com,phishing
email-452,Salary Payment Notification,hr@company.com,legitimate
email-453,Order Delivered,sales@shop.com,legitimate
email-454,BVN Update Required,noreply@fakebank.com,phishing
email-455,Team Meeting Reminder,manager@company.com,legitimate
email-456,Salary Payment Notification,hr@company.com,legitimate
email-457,Congratulations Winner!,promo@lottery-ng.com,phishing
email-458,BVN Update Required,noreply@fakebank.com,phishing
email-459,Password Expiry Notice,it-support@securemail.com,phishing
email-460,Password Expiry Notice,it-support@securemail.com,phishing
email-461,Monthly Report,admin@company.com,legitimate
email-462,Congratulations Winner!,promo@lottery-ng.com,phishing
email-463,Account suspended alert,support@bank-secure.com,phishing
email-464,Order Delivered,sales@shop.com,legitimate
email-465,Salary Payment Notification,hr@company.com,legitimate
email-466,BVN Update Required,noreply@fakebank.com,phishing
email-467,Monthly Report,admin@company.com,legitimate
email-468,Salary Payment Notification,hr@company.com,legitimate
email-469,Salary Payment Notification,hr@company.com,legitimate
email-470,Congratulations Winner!,promo@lottery-ng.com,phishing
email-471,Congratulations Winner!,promo@lottery-ng.com,phishing
email-472,Salary Payment Notification,hr@company.com,legitimate
email-473,BVN Update Required,noreply@fakebank.com,phishing
email-474,BVN Update Required,noreply@fakebank.com,phishing
email-475,BVN Update Required,noreply@fakebank.com,phishing
email-476,Monthly Report,admin@company.com,legitimate
email-477,Password Expiry Notice,it-support@securemail.com,phishing
email-478,Monthly Report,admin@company.com,legitimate
email-479,Account suspended alert,support@bank-secure.com,phishing
email-480,Monthly Report,admin@company.com,legitimate
email-481,Team Meeting Reminder,manager@company.com,legitimate
email-482,Monthly Report,admin@company.com,legitimate
email-483,BVN Update Required,noreply@fakebank.com,phishing
email-484,Salary Payment Notification,hr@company.com,legitimate
email-485,Team Meeting Reminder,manager@company.com,legitimate
email-486,Account suspended alert,support@bank-secure.com,phishing
email-487,Team Meeting Reminder,manager@company.com,legitimate
email-488,Team Meeting Reminder,manager@company.com,legitimate
email-489,Password Expiry Notice,it-support@securemail.com,phishing
email-490,Password Expiry Notice,it-support@securemail.com,phishing
email-491,Order Delivered,sales@shop.com,legitimate
email-492,Team Meeting Reminder,manager@company.com,legitimate
email-493,BVN Update Required,noreply@fakebank.com,phishing
email-494,Salary Payment Notification,hr@company.com,legitimate
email-495,Password Expiry Notice,it-support@securemail.com,phishing
email-496,Monthly Report,admin@company.com,legitimate
email-497,Password Expiry Notice,it-support@securemail.com,phishing
email-498,Order Delivered,sales@shop.com,legitimate
email-499,BVN Update Required,noreply@fakebank.com,phishing
email-500,Salary Payment Notification,hr@company.com,legitimate
email-501,Congratulations Winner!,promo@lottery-ng.com,phishing
email-502,Team Meeting Reminder,manager@company.com,legitimate
email-503,Team Meeting Reminder,manager@company.com,legitimate
email-504,Order Delivered,sales@shop.com,legitimate
email-505,Monthly Report,admin@company.com,legitimate
email-506,Salary Payment Notification,hr@company.com,legitimate
email-507,Salary Payment Notification,hr@company.com,legitimate
email-508,Order Delivered,sales@shop.com,legitimate
email-509,Team Meeting Reminder,manager@company.com,legitimate
email-510,Account suspended alert,support@bank-secure.com,phishing
email-511,Order Delivered,sales@shop.com,legitimate
email-512,Password Expiry Notice,it-support@securemail.com,phishing
email-513,Order Delivered,sales@shop.com,legitimate
email-514,Congratulations Winner!,promo@lottery-ng.com,phishing
email-515,Salary Payment Notification,hr@company.com,legitimate
email-516,BVN Update Required,noreply@fakebank.com,phishing
email-517,Account suspended alert,support@bank-secure.com,phishing
email-518,Order Delivered,sales@shop.com,legitimate
email-519,Password Expiry Notice,it-support@securemail.com,phishing
email-520,Password Expiry Notice,it-support@securemail.com,phishing
email-521,Monthly Report,admin@company.com,legitimate
email-522,Team Meeting Reminder,manager@company.com,legitimate
email-523,Salary Payment Notification,hr@company.com,legitimate
email-524,Congratulations Winner!,promo@lottery-ng.com,phishing
email-525,Order Delivered,sales@shop.com,legitimate
email-526,Account suspended alert,support@bank-secure.com,phishing
email-527,Monthly Report,admin@company.com,legitimate
email-528,Order Delivered,sales@shop.com,legitimate
email-529,Monthly Report,admin@company.com,legitimate
email-530,Team Meeting Reminder,manager@company.com,legitimate
email-531,Account suspended alert,support@bank-secure.com,phishing
